current_path,function_name,intended_path,intended_function,leading_verb,naming_status,callers,matching_tests,nested_helpers,nested_helper_disposition,owning_issue,migration_status
R/Functions/Traits/Cleaning/prepare_continent_trait_data.R,prepare_continent_trait_data,R/Functions/Data/Traits/Transformation/Taxon_selection/select_continental_trait_table.R,select_continental_trait_table,select,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Taxon_selection/test-select_continental_trait_table.R;R/Functions/Traits/Classification/save_ft_classification_for_continent.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Taxon_selection/test-select_continental_trait_table.R,,none,#153,migrated
R/Functions/Traits/Clustering/cluster_functional_types.R,cluster_functional_types,R/Functions/Traits/Clustering/cluster_functional_types.R,cluster_functional_types,cluster,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R;R/Functions/Data/Community/Classification/Functional_types/classify_to_functional_type.R;R/Functions/Traits/Classification/build_community_taxon_trait_table.R;R/Functions/Traits/Classification/get_functional_type_classification.R;R/Functions/Traits/Classification/save_ft_classification_for_continent.R;R/Functions/Data/Traits/Transformation/Taxon_selection/select_continental_trait_table.R;R/Functions/Traits/Clustering/compute_dissimilarity_matrix.R;R/Functions/Traits/Clustering/fit_hclust.R;R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R,,none,#153,baseline_recorded
R/Functions/Traits/Clustering/compute_dissimilarity_matrix.R,compute_dissimilarity_matrix,R/Functions/Traits/Clustering/compute_dissimilarity_matrix.R,compute_dissimilarity_matrix,compute,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R;R/03_Supplementary_analyses/Testing/testthat/test-compute_dissimilarity_matrix.R;R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R;R/Functions/Traits/Classification/save_ft_classification_for_continent.R;R/Functions/Traits/Clustering/cluster_functional_types.R;R/Functions/Traits/Clustering/fit_hclust.R;R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R;R/03_Supplementary_analyses/Testing/testthat/test-compute_dissimilarity_matrix.R;R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R,,none,#153,baseline_recorded
R/Functions/Traits/Clustering/fit_hclust.R,fit_hclust,R/Functions/Traits/Clustering/fit_hclust.R,fit_hclust,fit,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R;R/03_Supplementary_analyses/Testing/testthat/test-fit_hclust.R;R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R;R/Functions/Traits/Classification/save_ft_classification_for_continent.R;R/Functions/Traits/Clustering/cluster_functional_types.R;R/Functions/Traits/Clustering/compute_dissimilarity_matrix.R;R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/test-cluster_functional_types.R;R/03_Supplementary_analyses/Testing/testthat/test-fit_hclust.R;R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R,,none,#153,baseline_recorded
R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R,select_ft_groups_by_silhouette,R/Functions/Traits/Clustering/select_ft_groups_by_silhouette.R,select_ft_groups_by_silhouette,select,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R;R/Functions/Traits/Clustering/cluster_functional_types.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/test-select_ft_groups_by_silhouette.R,,none,#153,baseline_recorded
R/Functions/Traits/Corrections/apply_trait_corrections.R,apply_trait_corrections,R/Functions/Data/Traits/Transformation/Record_corrections/correct_trait_records.R,correct_trait_records,correct,canonical_or_domain_verb,R/01_Data_processing/Traits/_archive/02_Classify_and_align_taxa.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Record_corrections/test-correct_trait_records.R;R/Functions/Data/Traits/Ingest/Manual_corrections/load_trait_corrections.R;R/Functions/Data/Traits/Validation/Manual_corrections/validate_trait_corrections.R;R/Functions/Traits/Reports/generate_trait_qc_report.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R;R/Pipelines/_pipes/pipe_segment_traits_qc.R;R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Record_corrections/test-correct_trait_records.R,,none,#153,migrated
R/Functions/Traits/Corrections/validate_trait_corrections.R,validate_trait_corrections,R/Functions/Data/Traits/Validation/Manual_corrections/validate_trait_corrections.R,validate_trait_corrections,validate,canonical_or_domain_verb,R/01_Data_processing/Traits/_archive/02_Classify_and_align_taxa.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Validation/Manual_corrections/test-validate_trait_corrections.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Data/Traits/Ingest/Manual_corrections/load_trait_corrections.R;R/Functions/Data/Traits/Transformation/Record_corrections/correct_trait_records.R;R/Functions/Traits/Reports/generate_trait_qc_report.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R;R/Pipelines/_pipes/pipe_segment_traits_qc.R;R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Validation/Manual_corrections/test-validate_trait_corrections.R,,none,#153,migrated
,,R/Functions/Data/Traits/Ingest/Manual_corrections/load_trait_corrections.R,load_trait_corrections,load,canonical_or_domain_verb,R/01_Data_processing/Traits/_archive/02_Classify_and_align_taxa.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/Manual_corrections/test-load_trait_corrections.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Data/Traits/Transformation/Record_corrections/correct_trait_records.R;R/Functions/Data/Traits/Validation/Manual_corrections/validate_trait_corrections.R;R/Functions/Traits/Reports/generate_trait_qc_report.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R;R/Pipelines/_pipes/pipe_segment_traits_qc.R;R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/Manual_corrections/test-load_trait_corrections.R,,none,#153,migrated
R/Functions/Traits/Ingest/extract_traits_from_vegvault.R,extract_traits_from_vegvault,R/Functions/Data/Traits/Ingest/load_trait_records_from_vegvault.R,load_trait_records_from_vegvault,load,canonical_or_domain_verb,R/01_Data_processing/Traits/_archive/01_Extract_trait_data.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_records_from_vegvault.R;R/Functions/Data/Traits/Transformation/Record_filtering/filter_complete_trait_records.R;R/Functions/Data/Traits/Ingest/load_continental_trait_records_from_vegvault.R;R/Functions/Data/Traits/Ingest/load_trait_domain_names_from_vegvault.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_records_from_vegvault.R,,none,#153,migrated
R/Functions/Traits/Ingest/get_trait_domain_names_from_vegvault.R,get_trait_domain_names_from_vegvault,R/Functions/Data/Traits/Ingest/load_trait_domain_names_from_vegvault.R,load_trait_domain_names_from_vegvault,load,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_domain_names_from_vegvault.R;R/Pipelines/_pipes/pipe_segment_traits_extract.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Ingest/test-load_trait_domain_names_from_vegvault.R,,none,#153,migrated
R/Functions/Traits/Reports/add_iqr_outlier_flag.R,add_iqr_outlier_flag,R/Functions/Data/Traits/Quality_control/Outliers/flag_trait_outliers.R,flag_trait_outliers,flag,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Quality_control/Outliers/test-flag_trait_outliers.R;R/Functions/Data/Traits/Quality_control/Outliers/flag_trait_outliers.R;R/Functions/Traits/Reports/generate_trait_qc_report.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Quality_control/Outliers/test-flag_trait_outliers.R,,none,#153,migrated
R/Functions/Traits/Reports/check_trait_coverage.R,check_trait_coverage,R/Functions/Traits/Reports/check_trait_coverage.R,check_trait_coverage,check,review_in_owning_issue,R/01_Data_processing/Traits/_archive/03_Build_trait_table.R;R/03_Supplementary_analyses/Testing/testthat/test-check_trait_coverage.R;R/Functions/Traits/Classification/make_trait_table.R,R/03_Supplementary_analyses/Testing/testthat/test-check_trait_coverage.R,,none,#153,baseline_recorded
R/Functions/Traits/Reports/filter_trait_outliers.R,filter_trait_outliers,R/Functions/Data/Traits/Transformation/Outlier_filtering/filter_trait_outliers.R,filter_trait_outliers,filter,canonical_or_domain_verb,R/01_Data_processing/Traits/_archive/03_Build_trait_table.R;R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Outlier_filtering/test-filter_trait_outliers.R;R/Functions/Data/Traits/Quality_control/Outliers/flag_trait_outliers.R;R/Functions/Traits/Classification/aggregate_trait_values.R,R/03_Supplementary_analyses/Testing/testthat/Data/Traits/Transformation/Outlier_filtering/test-filter_trait_outliers.R,,none,#153,migrated
R/Functions/Traits/Reports/generate_trait_qc_report.R,generate_trait_qc_report,R/Functions/Traits/Reports/generate_trait_qc_report.R,generate_trait_qc_report,generate,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-generate_trait_qc_report.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Data/Traits/Ingest/Manual_corrections/load_trait_corrections.R;R/Functions/Data/Traits/Quality_control/Outliers/flag_trait_outliers.R;R/Functions/Data/Traits/Transformation/Record_corrections/correct_trait_records.R;R/Functions/Data/Traits/Validation/Manual_corrections/validate_trait_corrections.R;R/Functions/Traits/Reports/generate_trait_qc_report.R;R/Functions/Traits/Reports/get_family_trait_summary.R;R/Functions/Traits/Reports/plot_family_trait_comparison.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R;R/Functions/Traits/Reports/render_trait_qc_pdf.R;R/Pipelines/_pipes/pipe_segment_traits_qc.R;R/Pipelines/_pipes/pipe_segment_traits_qc_classified.R,R/03_Supplementary_analyses/Testing/testthat/test-generate_trait_qc_report.R,,none,#153,baseline_recorded
R/Functions/Traits/Reports/get_family_trait_summary.R,get_family_trait_summary,R/Functions/Traits/Reports/get_family_trait_summary.R,get_family_trait_summary,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_family_trait_summary.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Traits/Reports/get_family_trait_summary.R;R/Functions/Traits/Reports/plot_family_trait_comparison.R,R/03_Supplementary_analyses/Testing/testthat/test-get_family_trait_summary.R,,none,#153,baseline_recorded
R/Functions/Traits/Reports/plot_family_trait_comparison.R,plot_family_trait_comparison,R/Functions/Traits/Reports/plot_family_trait_comparison.R,plot_family_trait_comparison,plot,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-plot_family_trait_comparison.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Traits/Reports/plot_family_trait_comparison.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_family_trait_comparison.R,,none,#153,baseline_recorded
R/Functions/Traits/Reports/plot_trait_group_distribution.R,plot_trait_group_distribution,R/Functions/Traits/Reports/plot_trait_group_distribution.R,plot_trait_group_distribution,plot,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-plot_trait_group_distribution.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Traits/Reports/get_family_trait_summary.R;R/Functions/Traits/Reports/plot_family_trait_comparison.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R,R/03_Supplementary_analyses/Testing/testthat/test-plot_trait_group_distribution.R,,none,#153,baseline_recorded
R/Functions/Traits/Reports/render_trait_qc_pdf.R,render_trait_qc_pdf,R/Functions/Traits/Reports/render_trait_qc_pdf.R,render_trait_qc_pdf,render,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-render_trait_qc_pdf.R;R/03_Supplementary_analyses/_Trait_qc/Generate_trait_qc_report.R,R/03_Supplementary_analyses/Testing/testthat/test-render_trait_qc_pdf.R,,none,#153,baseline_recorded
R/Functions/Utility/Config/get_active_config.R,get_active_config,R/Functions/Utility/Config/get_active_config.R,get_active_config,get,review_in_owning_issue,R/01_Data_processing/Traits/_archive/02_Classify_and_align_taxa.R;R/01_Data_processing/Traits/_archive/03_Build_trait_table.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/01_run_spatial_continental.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/02_run_spatial_regional.R;R/02_Main_analyses/01_Spatial/01_Paleo/01_Runners/03_run_spatial_local.R;R/03_Supplementary_analyses/Diagnostics/Pipelines/Spatial/Paleo/diagnose_spatial_pipelines.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/01_plot_spatial_anova_maps.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/02_plot_variance_waffle_by_scale_and_taxonomic_resolution.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/03_Supplementary_analyses/Diagnostics/Data_processing/Spatial/Modern/diagnose_modern_preprocessing.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/01_run_modern_continental.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/02_run_modern_regional.R;R/02_Main_analyses/01_Spatial/02_Modern/01_Runners/03_run_modern_local.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Modern/tune_modern_spatial_convergence.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/02_plot_paleo_modern_comparison.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/03_plot_functional_type_comparison.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/01_run_temporal_europe.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/02_run_temporal_america.R;R/02_Main_analyses/02_Temporal/01_Paleo/01_Runners/03_run_temporal_asia.R;R/02_Main_analyses/02_Temporal/01_Paleo/02_Visualisation/01_plot_temporal_continents.R;R/03_Supplementary_analyses/Diagnostics/Pipelines/Temporal/Paleo/diagnose_temporal_continents.R;R/03_Supplementary_analyses/Validation/Cross_validation/Reference_runs/run_cz_paleo_cv_staged_reference_gpu.R;R/03_Supplementary_analyses/Age_uncertainty_exploration_2026-05-04.R;R/03_Supplementary_analyses/Prediction/Predict_from_model.R;R/03_Supplementary_analyses/Prediction/Predict_on_full_grid.R;R/03_Supplementary_analyses/Testing/testthat/test-get_active_config.R;R/03_Supplementary_analyses/Testing/testthat/test-issue138-representative-validation.R;R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline.R;R/03_Supplementary_analyses/_Diagnostics/Analyse_ft_taxonomic_coherence.R;R/03_Supplementary_analyses/_Diagnostics/Diagnose_spatial_pipeline_unit.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/03_Supplementary_analyses/_Diagnostics/Inspect_target_dependencies.R;R/03_Supplementary_analyses/_Trait_qc/Review_trait_qc.R;R/Functions/Modelling/Cross_validation/run_issue138_representative_validation.R;R/Functions/Modelling/Cross_validation/run_sjsdm_tuning_sequence.R;R/Functions/Traits/Reports/plot_family_trait_comparison.R;R/Functions/Traits/Reports/plot_trait_group_distribution.R;R/Functions/Utility/Config/get_config_value_with_fallback.R;R/Functions/Utility/Paths_and_stores/get_model_tuning_param_for_scale_and_resolution.R;R/Functions/Utility/Pipeline/run_pipeline.R;R/Functions/Utility/Pipeline/save_progress_visualisation.R;R/Functions/Visualisation/Maps/build_map_panel.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_config_common.R;R/Pipelines/_pipes/pipe_segment_config_model.R;R/Pipelines/_pipes/pipe_segment_config_model_by_resolution.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_from_shared.R;R/Pipelines/_pipes/pipe_segment_model_cross_validation_shared.R;R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R;R/Pipelines/pipeline_cz_paleo_cv_component_reference.R;R/Pipelines/pipeline_cz_paleo_cv_regularization_reference.R;R/Pipelines/pipeline_modern_spatial_resolution.R;R/Pipelines/pipeline_modern_spatial_resolution_test.R;R/Pipelines/pipeline_paleo_core.R;R/Pipelines/pipeline_paleo_local_cv_decomposition_reference.R;R/Pipelines/pipeline_paleo_local_cv_scientific_reference.R;R/Pipelines/pipeline_paleo_resolution_test.R;R/Pipelines/pipeline_paleo_spatial_resolution.R;R/Pipelines/pipeline_paleo_temporal.R;R/Pipelines/pipeline_sjsdm_common_regularization_sensitivity.R;R/Pipelines/pipeline_sjsdm_tier_tuning.R;R/Pipelines/pipeline_traits_reference.R,R/03_Supplementary_analyses/Testing/testthat/test-get_active_config.R;R/03_Supplementary_analyses/Testing/testthat/test-issue138-representative-validation.R;R/03_Supplementary_analyses/Testing/testthat/test-run_pipeline.R,,none,#155,baseline_recorded
R/Functions/Utility/Config/get_config_value_with_fallback.R,get_config_value_with_fallback,R/Functions/Utility/Config/get_config_value_with_fallback.R,get_config_value_with_fallback,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_config_value_with_fallback.R;R/Functions/Utility/Config/get_config_value_with_fallback.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/_pipes/pipe_segment_traits_ft_clustering.R,R/03_Supplementary_analyses/Testing/testthat/test-get_config_value_with_fallback.R,,none,#155,baseline_recorded
R/Functions/Utility/Config/get_preprocessing_controller.R,get_preprocessing_controller,R/Functions/Utility/Config/get_preprocessing_controller.R,get_preprocessing_controller,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_preprocessing_controller.R;R/Functions/Utility/Config/get_preprocessing_controller.R;R/Pipelines/pipeline_paleo_core.R;R/Pipelines/pipeline_paleo_resolution_test.R;R/Pipelines/pipeline_paleo_spatial_resolution.R;R/Pipelines/pipeline_paleo_temporal.R,R/03_Supplementary_analyses/Testing/testthat/test-get_preprocessing_controller.R,,none,#155,baseline_recorded
R/Functions/Utility/Coordinates/get_coords.R,get_coords,R/Functions/Utility/Coordinates/get_coords.R,get_coords,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_coords.R;R/Functions/Utility/Coordinates/project_coords_to_metric.R;R/Functions/Utility/Validation/check_min_n_cores.R;R/Pipelines/_pipes/pipe_segment_vegvault_extract.R,R/03_Supplementary_analyses/Testing/testthat/test-get_coords.R,,none,#155,baseline_recorded
R/Functions/Utility/Coordinates/get_spatial_window.R,get_spatial_window,R/Functions/Utility/Coordinates/get_spatial_window.R,get_spatial_window,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_spatial_window.R;R/Functions/Prediction/Grids/build_land_prediction_grid.R;R/Pipelines/_pipes/pipe_segment_config_common.R,R/03_Supplementary_analyses/Testing/testthat/test-get_spatial_window.R,,none,#155,baseline_recorded
R/Functions/Utility/Coordinates/project_coords_to_metric.R,project_coords_to_metric,R/Functions/Utility/Coordinates/project_coords_to_metric.R,project_coords_to_metric,project,canonical_or_domain_verb,R/03_Supplementary_analyses/Testing/testthat/test-project_coords_to_metric.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Data/Abiotic/Ingest/load_chelsa_raster.R;R/Functions/Modelling/Fit_inputs/prepare_spatial_predictors_for_fit.R;R/Functions/Modelling/Spatial_effects/compute_spatial_mev.R;R/Functions/Modelling/Spatial_effects/compute_spatiotemporal_mev.R;R/Functions/Modelling/Spatial_effects/interpolate_mev_to_grid.R;R/Functions/Modelling/Spatial_effects/interpolate_st_mev_to_grid.R;R/Functions/Prediction/Grids/build_land_prediction_grid.R;R/Pipelines/_pipes/pipe_segment_model_spatial_shared.R,R/03_Supplementary_analyses/Testing/testthat/test-project_coords_to_metric.R,,none,#155,baseline_recorded
R/Functions/Utility/Parsing/add_age_column_from_rownames.R,add_age_column_from_rownames,R/Functions/Utility/Parsing/add_age_column_from_rownames.R,add_age_column_from_rownames,add,review_in_owning_issue,R/03_Supplementary_analyses/Prediction/Predict_from_model.R;R/03_Supplementary_analyses/Testing/testthat/test-add_age_column_from_rownames.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/_legacy/check_and_prepare_data_for_fit.R;R/Functions/Modelling/_legacy/get_random_structure_for_model.R,R/03_Supplementary_analyses/Testing/testthat/test-add_age_column_from_rownames.R,,none,#155,baseline_recorded
R/Functions/Utility/Parsing/add_dataset_name_column_from_rownames.R,add_dataset_name_column_from_rownames,R/Functions/Utility/Parsing/add_dataset_name_column_from_rownames.R,add_dataset_name_column_from_rownames,add,review_in_owning_issue,R/03_Supplementary_analyses/Prediction/Predict_from_model.R;R/03_Supplementary_analyses/Testing/testthat/test-add_dataset_name_column_from_rownames.R;R/03_Supplementary_analyses/_Diagnostics/Example_sjSDM_one_timeslice.R;R/Functions/Modelling/_legacy/check_and_prepare_data_for_fit.R;R/Functions/Modelling/_legacy/get_random_structure_for_model.R,R/03_Supplementary_analyses/Testing/testthat/test-add_dataset_name_column_from_rownames.R,,none,#155,baseline_recorded
R/Functions/Utility/Parsing/get_age_from_string.R,get_age_from_string,R/Functions/Utility/Parsing/get_age_from_string.R,get_age_from_string,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_age_from_string.R;R/Functions/Utility/Parsing/add_age_column_from_rownames.R,R/03_Supplementary_analyses/Testing/testthat/test-get_age_from_string.R,,none,#155,baseline_recorded
R/Functions/Utility/Parsing/get_continent_id_from_scale_id.R,get_continent_id_from_scale_id,R/Functions/Utility/Parsing/get_continent_id_from_scale_id.R,get_continent_id_from_scale_id,get,review_in_owning_issue,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/01_plot_spatial_anova_maps.R;R/02_Main_analyses/01_Spatial/01_Paleo/02_Synthesis/01_analyse_spatial_patterns.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/02_plot_variance_waffle_by_scale_and_taxonomic_resolution.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/02_Synthesis/01_analyse_modern_patterns.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/03_Supplementary_analyses/Testing/testthat/test-get_continent_id_from_scale_id.R;R/Functions/Utility/Parsing/get_continent_id_from_scale_id.R;R/Functions/Utility/Paths_and_stores/get_functional_type_classification_path_from_store.R,R/03_Supplementary_analyses/Testing/testthat/test-get_continent_id_from_scale_id.R,,none,#155,baseline_recorded
R/Functions/Utility/Parsing/get_dataset_name_from_string.R,get_dataset_name_from_string,R/Functions/Utility/Parsing/get_dataset_name_from_string.R,get_dataset_name_from_string,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_dataset_name_from_string.R;R/Functions/Utility/Parsing/add_dataset_name_column_from_rownames.R,R/03_Supplementary_analyses/Testing/testthat/test-get_dataset_name_from_string.R,,none,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/build_spatial_model_store_index.R,build_spatial_model_store_index,R/Functions/Utility/Paths_and_stores/build_spatial_model_store_index.R,build_spatial_model_store_index,build,canonical_or_domain_verb,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/01_plot_spatial_anova_maps.R;R/02_Main_analyses/01_Spatial/01_Paleo/02_Synthesis/01_analyse_spatial_patterns.R;R/02_Main_analyses/01_Spatial/02_Modern/02_Synthesis/01_analyse_modern_patterns.R;R/02_Main_analyses/01_Spatial/02_Modern/02_Synthesis/02_compare_paleo_modern.R;R/03_Supplementary_analyses/Sensitivity/Modelling/Spatial/Modern/tune_modern_spatial_convergence.R;R/03_Supplementary_analyses/Prediction/Predict_on_full_grid.R;R/03_Supplementary_analyses/Testing/testthat/test-build_spatial_model_store_index.R;R/Functions/Modelling/Evaluation/read_spatial_model_results.R,R/03_Supplementary_analyses/Testing/testthat/test-build_spatial_model_store_index.R,,none,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/get_functional_type_classification_path_from_store.R,get_functional_type_classification_path_from_store,R/Functions/Utility/Paths_and_stores/get_functional_type_classification_path_from_store.R,get_functional_type_classification_path_from_store,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_functional_type_classification_path_from_store.R;R/Functions/Utility/Paths_and_stores/get_functional_type_classification_path_from_store.R;R/Pipelines/_pipes/_helpers/make_pipe_segment_ft_classification_continental.R;R/Pipelines/pipeline_modern_spatial_resolution.R;R/Pipelines/pipeline_paleo_spatial_resolution.R,R/03_Supplementary_analyses/Testing/testthat/test-get_functional_type_classification_path_from_store.R,,none,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/get_latest_dated_file_path.R,get_latest_dated_file_path,R/Functions/Utility/Paths_and_stores/get_latest_dated_file_path.R,get_latest_dated_file_path,get,review_in_owning_issue,R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/02_plot_variance_waffle_by_scale_and_taxonomic_resolution.R;R/02_Main_analyses/01_Spatial/01_Paleo/03_Visualisation/03_plot_variance_stack_and_biotic_spread.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/01_plot_variance_partitioning.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/02_plot_paleo_modern_comparison.R;R/02_Main_analyses/01_Spatial/02_Modern/03_Visualisation/03_plot_functional_type_comparison.R;R/03_Supplementary_analyses/Testing/testthat/test-get_latest_dated_file_path.R;R/Functions/Traits/Classification/get_functional_type_classification_path.R,R/03_Supplementary_analyses/Testing/testthat/test-get_latest_dated_file_path.R,,none,#155,baseline_recorded
R/Functions/Utility/Paths_and_stores/get_model_tuning_param_for_scale_and_resolution.R,get_model_tuning_param_for_scale_and_resolution,R/Functions/Utility/Paths_and_stores/get_model_tuning_param_for_scale_and_resolution.R,get_model_tuning_param_for_scale_and_resolution,get,review_in_owning_issue,R/03_Supplementary_analyses/Testing/testthat/test-get_model_tuning_param_for_scale_and_resolution.R;R/Pipelines/_pipes/pipe_segment_config_model.R;R/Pipelines/_pipes/pipe_segment_config_model_by_resolution.R,R/03_Supplementary_analyses/Testing/testthat/test-get_model_tuning_param_for_scale_and_resolution.R,,none,#155,baseline_recorded
